"Category","Skill","Directory","Source","Description"
"营销、邮件与内容运营","mailersend-automation","mailersend-automation","用户安装","Automate Mailersend tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","mailsoftly-automation","mailsoftly-automation","用户安装","Automate Mailsoftly tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","many-chat-automation","many-chat-automation","用户安装","Automate ManyChat tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","metaads-automation","metaads-automation","用户安装","Automate Metaads tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","moz-automation","moz-automation","用户安装","Automate Moz tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","Omnisend Automation","omnisend-automation","用户安装","Automate ecommerce marketing workflows including contact management, bulk operations, and subscriber segmentation through Omnisend via Composio"
"营销、邮件与内容运营","persistiq-automation","persistiq-automation","用户安装","Automate Persistiq tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","Prismic Automation","prismic-automation","用户安装","Automate headless CMS operations in Prismic -- query documents, search content, retrieve custom types, and manage repository refs through the Composio Prismic integration."
"营销、邮件与内容运营","raffle-winner-picker","raffle-winner-picker","用户安装","Picks random winners from lists, spreadsheets, or Google Sheets for giveaways, raffles, and contests. Ensures fair, unbiased selection with transparency."
"营销、邮件与内容运营","ravenseotools-automation","ravenseotools-automation","用户安装","Automate Ravenseotools tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","remarkety-automation","remarkety-automation","用户安装","Automate Remarkety tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","reply-io-automation","reply-io-automation","用户安装","Automate Reply IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","ritekit-automation","ritekit-automation","用户安装","Automate Ritekit tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","segmetrics-automation","segmetrics-automation","用户安装","Automate Segmetrics tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","SEMrush Automation","semrush-automation","用户安装","Automate SEO analysis with SEMrush -- research keywords, analyze domain organic rankings, audit backlinks, assess keyword difficulty, and discover related terms through the Composio SEMrush integration."
"营销、邮件与内容运营","sendfox-automation","sendfox-automation","用户安装","Automate Sendfox tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","sendlane-automation","sendlane-automation","用户安装","Automate Sendlane tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","sendloop-automation","sendloop-automation","用户安装","Automate Sendloop tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","similarweb_digitalrank_api-automation","similarweb_digitalrank_api-automation","用户安装","Automate SimilarWeb tasks via Rube MCP (Composio): website traffic, rankings, and digital market intelligence. Always search tools first for current schemas."
"营销、邮件与内容运营","similarweb-digitalrank-api-automation","similarweb-digitalrank-api-automation","用户安装","Automate SimilarWeb tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","tapfiliate-automation","tapfiliate-automation","用户安装","Automate Tapfiliate tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","timekit-automation","timekit-automation","用户安装","Automate Timekit tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","toneden-automation","toneden-automation","用户安装","Automate Toneden tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","woodpecker-co-automation","woodpecker-co-automation","用户安装","Automate Woodpecker co tasks via Rube MCP (Composio). Always search tools first for current schemas."
"娱乐、社交、游戏与 Web3","battlenet-automation","battlenet-automation","用户安装","Automate Battlenet tasks via Rube MCP (Composio). Always search tools first for current schemas."
"娱乐、社交、游戏与 Web3","cults-automation","cults-automation","用户安装","Automate Cults tasks via Rube MCP (Composio). Always search tools first for current schemas."
"娱乐、社交、游戏与 Web3","dungeon-fighter-online-automation","dungeon-fighter-online-automation","用户安装","Automate Dungeon Fighter Online tasks via Rube MCP (Composio). Always search tools first for current schemas."
"娱乐、社交、游戏与 Web3","epic-games-automation","epic-games-automation","用户安装","Automate Epic Games tasks via Rube MCP (Composio). Always search tools first for current schemas."
"娱乐、社交、游戏与 Web3","helium-mcp","helium-mcp","用户安装","Search real-time news with bias scoring, get live stock/ETF/crypto data with AI analysis, ML options pricing, balanced news synthesis, and meme search via the Helium MCP server."
"娱乐、社交、游戏与 Web3","open-sea-automation","open-sea-automation","用户安装","Automate Open Sea tasks via Rube MCP (Composio). Always search tools first for current schemas."
